from,to
1126,1388
1126,1388
1322,1388
1322,1388
1322,1388
1322,1388
1322,1388
1322,1388
1322,1388
1322,1388
1322,1388
1322,1388
1322,1388
1322,1388
1322,1388
1322,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1339,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1349,1388
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1209,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1153,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1460,1349
1126,1349
1126,1349
1126,1349
1126,1349
1126,1349
1126,1349
1126,1349
1126,1349
1126,1349
1126,1349
1126,1349
1126,1349
1126,1349
1126,1349
1322,1349
1322,1349
1322,1349
1322,1349
1322,1349
1322,1349
1322,1349
1322,1349
1322,1349
1322,1349
1322,1349
1322,1349
1322,1349
1322,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1339,1349
1388,1349
1388,1349
1388,1349
1388,1349
1388,1349
1388,1349
1388,1349
1388,1349
1388,1349
1388,1349
1388,1349
1388,1349
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1209,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1460,1153
1126,1153
1126,1153
1126,1153
1126,1153
1126,1153
1126,1153
1126,1153
1126,1153
1126,1153
1126,1153
1126,1153
1126,1153
1126,1153
1126,1153
1322,1153
1322,1153
1322,1153
1322,1153
1322,1153
1322,1153
1322,1153
1322,1153
1322,1153
1322,1153
1322,1153
1322,1153
1322,1153
1322,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1339,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1349,1153
1388,1153
1388,1153
1388,1153
1388,1153
1388,1153
1388,1153
1388,1153
1388,1153
1388,1153
1388,1153
1388,1153
1388,1153
1209,1068
1207,1068
1207,1068
1207,1068
1207,1068
1207,1068
1207,1068
1191,1068
1191,1068
1191,1068
1191,1068
1098,1068
1098,1068
1060,1068
1060,1068
1060,1068
1060,1068
1060,1068
1060,1068
1060,1068
1100,1068
1100,1068
1100,1068
1154,1068
1154,1068
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1287,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1231,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1497,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1411,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1382,1211
1059,1211
1059,1211
1059,1211
1059,1211
1059,1211
1059,1211
1059,1211
1059,1211
1059,1211
1059,1211
1059,1211
1059,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1365,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1284,1211
1164,1211
1164,1211
1164,1211
1164,1211
1164,1211
1164,1211
1164,1211
1164,1211
1164,1211
1164,1211
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1287,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1231,1411
1211,1411
1211,1411
1211,1411
1211,1411
1211,1411
1211,1411
1211,1411
1211,1411
1211,1411
1211,1411
1211,1411
1211,1411
1211,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1497,1411
1382,1411
1382,1411
1382,1411
1382,1411
1382,1411
1382,1411
1382,1411
1382,1411
1382,1411
1382,1411
1382,1411
1382,1411
1365,1411
1365,1411
1365,1411
1365,1411
1365,1411
1365,1411
1365,1411
1365,1411
1365,1411
1365,1411
1365,1411
1365,1411
1365,1411
1365,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1284,1411
1164,1411
1164,1411
1164,1411
1164,1411
1164,1411
1164,1411
1164,1411
1164,1411
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1287,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1231,1382
1211,1382
1211,1382
1211,1382
1211,1382
1211,1382
1211,1382
1211,1382
1211,1382
1211,1382
1211,1382
1211,1382
1211,1382
1211,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1497,1382
1411,1382
1411,1382
1411,1382
1411,1382
1411,1382
1411,1382
1411,1382
1411,1382
1411,1382
1411,1382
1411,1382
1411,1382
1411,1382
1411,1382
1365,1382
1365,1382
1365,1382
1365,1382
1365,1382
1365,1382
1365,1382
1365,1382
1365,1382
1365,1382
1365,1382
1365,1382
1365,1382
1365,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1284,1382
1164,1382
1164,1382
1164,1382
1164,1382
1164,1382
1164,1382
1164,1382
1164,1382
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1287,1231
1211,1231
1211,1231
1211,1231
1211,1231
1211,1231
1211,1231
1211,1231
1211,1231
1211,1231
1211,1231
1211,1231
1211,1231
1211,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1497,1231
1411,1231
1411,1231
1411,1231
1411,1231
1411,1231
1411,1231
1411,1231
1411,1231
1411,1231
1411,1231
1411,1231
1411,1231
1411,1231
1411,1231
1382,1231
1382,1231
1382,1231
1382,1231
1382,1231
1382,1231
1382,1231
1382,1231
1382,1231
1382,1231
1382,1231
1382,1231
1365,1231
1365,1231
1365,1231
1365,1231
1365,1231
1365,1231
1365,1231
1365,1231
1365,1231
1365,1231
1365,1231
1365,1231
1365,1231
1365,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1284,1231
1164,1231
1164,1231
1164,1231
1164,1231
1164,1231
1164,1231
1164,1231
1164,1231
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1287,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1231,1365
1211,1365
1211,1365
1211,1365
1211,1365
1211,1365
1211,1365
1211,1365
1211,1365
1211,1365
1211,1365
1211,1365
1211,1365
1211,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1497,1365
1411,1365
1411,1365
1411,1365
1411,1365
1411,1365
1411,1365
1411,1365
1411,1365
1411,1365
1411,1365
1411,1365
1411,1365
1411,1365
1411,1365
1382,1365
1382,1365
1382,1365
1382,1365
1382,1365
1382,1365
1382,1365
1382,1365
1382,1365
1382,1365
1382,1365
1382,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1284,1365
1164,1365
1164,1365
1164,1365
1164,1365
1164,1365
1164,1365
1164,1365
1164,1365
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1287,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1231,1284
1211,1284
1211,1284
1211,1284
1211,1284
1211,1284
1211,1284
1211,1284
1211,1284
1211,1284
1211,1284
1211,1284
1211,1284
1211,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1497,1284
1411,1284
1411,1284
1411,1284
1411,1284
1411,1284
1411,1284
1411,1284
1411,1284
1411,1284
1411,1284
1411,1284
1411,1284
1411,1284
1411,1284
1382,1284
1382,1284
1382,1284
1382,1284
1382,1284
1382,1284
1382,1284
1382,1284
1382,1284
1382,1284
1382,1284
1382,1284
1365,1284
1365,1284
1365,1284
1365,1284
1365,1284
1365,1284
1365,1284
1365,1284
1365,1284
1365,1284
1365,1284
1365,1284
1365,1284
1365,1284
1164,1284
1164,1284
1164,1284
1164,1284
1164,1284
1164,1284
1164,1284
1164,1284
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1287,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1231,1497
1211,1497
1211,1497
1211,1497
1211,1497
1211,1497
1211,1497
1211,1497
1211,1497
1211,1497
1211,1497
1211,1497
1211,1497
1211,1497
1411,1497
1411,1497
1411,1497
1411,1497
1411,1497
1411,1497
1411,1497
1411,1497
1411,1497
1411,1497
1411,1497
1411,1497
1411,1497
1411,1497
1382,1497
1382,1497
1382,1497
1382,1497
1382,1497
1382,1497
1382,1497
1382,1497
1382,1497
1382,1497
1382,1497
1382,1497
1365,1497
1365,1497
1365,1497
1365,1497
1365,1497
1365,1497
1365,1497
1365,1497
1365,1497
1365,1497
1365,1497
1365,1497
1365,1497
1365,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1284,1497
1164,1497
1164,1497
1164,1497
1164,1497
1164,1497
1164,1497
1164,1497
1164,1497
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1287,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1231,1164
1211,1164
1211,1164
1211,1164
1211,1164
1211,1164
1211,1164
1211,1164
1211,1164
1211,1164
1211,1164
1211,1164
1211,1164
1211,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1497,1164
1411,1164
1411,1164
1411,1164
1411,1164
1411,1164
1411,1164
1411,1164
1411,1164
1411,1164
1411,1164
1411,1164
1411,1164
1411,1164
1411,1164
1382,1164
1382,1164
1382,1164
1382,1164
1382,1164
1382,1164
1382,1164
1382,1164
1382,1164
1382,1164
1382,1164
1382,1164
1365,1164
1365,1164
1365,1164
1365,1164
1365,1164
1365,1164
1365,1164
1365,1164
1365,1164
1365,1164
1365,1164
1365,1164
1365,1164
1365,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1284,1164
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1220,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1151,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1373,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1494,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1141,1087
1286,1087
1286,1087
1286,1087
1286,1087
1286,1087
1286,1087
1286,1087
1286,1087
1286,1087
1286,1087
1007,1087
1007,1087
1007,1087
1007,1087
1007,1087
1007,1087
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1220,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1087,1151
1373,1151
1373,1151
1373,1151
1373,1151
1373,1151
1373,1151
1373,1151
1373,1151
1373,1151
1373,1151
1373,1151
1373,1151
1373,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1494,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1141,1151
1286,1151
1286,1151
1286,1151
1286,1151
1286,1151
1286,1151
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1220,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1087,1286
1151,1286
1151,1286
1151,1286
1151,1286
1151,1286
1151,1286
1151,1286
1151,1286
1151,1286
1151,1286
1151,1286
1151,1286
1373,1286
1373,1286
1373,1286
1373,1286
1373,1286
1373,1286
1373,1286
1373,1286
1373,1286
1373,1286
1373,1286
1373,1286
1373,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1494,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1141,1286
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1220,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1087,1141
1151,1141
1151,1141
1151,1141
1151,1141
1151,1141
1151,1141
1151,1141
1151,1141
1151,1141
1151,1141
1151,1141
1151,1141
1373,1141
1373,1141
1373,1141
1373,1141
1373,1141
1373,1141
1373,1141
1373,1141
1373,1141
1373,1141
1373,1141
1373,1141
1373,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1494,1141
1286,1141
1286,1141
1286,1141
1286,1141
1286,1141
1286,1141
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1220,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1087,1494
1151,1494
1151,1494
1151,1494
1151,1494
1151,1494
1151,1494
1151,1494
1151,1494
1151,1494
1151,1494
1151,1494
1151,1494
1373,1494
1373,1494
1373,1494
1373,1494
1373,1494
1373,1494
1373,1494
1373,1494
1373,1494
1373,1494
1373,1494
1373,1494
1373,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1141,1494
1286,1494
1286,1494
1286,1494
1286,1494
1286,1494
1286,1494
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1220,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1087,1373
1151,1373
1151,1373
1151,1373
1151,1373
1151,1373
1151,1373
1151,1373
1151,1373
1151,1373
1151,1373
1151,1373
1151,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1494,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1141,1373
1286,1373
1286,1373
1286,1373
1286,1373
1286,1373
